,rectified.centrality
406,0.00641025641025641
407,0.06410256410256411
408,0.11538461538461536
409,0.019230769230769232
410,0.019230769230769232
411,0.02564102564102564
412,0.057692307692307696
413,0.12179487179487179
414,0.0
415,0.044871794871794865
416,0.08974358974358973
417,0.07692307692307693
418,0.0
419,0.12820512820512817
420,0.0
421,0.00641025641025641
422,0.09615384615384613
423,0.019230769230769232
424,0.12820512820512817
425,0.019230769230769232
426,0.13461538461538458
427,0.07692307692307693
428,0.019230769230769232
429,0.05128205128205128
430,0.08974358974358973
431,0.01282051282051282
432,0.08333333333333333
433,0.07051282051282051
434,0.17948717948717946
435,0.08333333333333333
436,0.0
437,0.10256410256410256
438,0.0
439,0.044871794871794865
440,0.11538461538461536
441,0.10256410256410256
442,0.17307692307692304
443,0.08974358974358973
444,0.08974358974358973
445,0.10897435897435896
446,0.06410256410256411
447,0.032051282051282055
448,0.0
449,0.044871794871794865
450,0.11538461538461536
451,0.0
452,0.05128205128205128
453,0.16025641025641024
454,0.10256410256410256
455,0.17307692307692304
456,0.09615384615384613
457,0.01282051282051282
458,0.044871794871794865
459,0.0
460,0.07051282051282051
461,0.11538461538461536
462,0.044871794871794865
463,0.057692307692307696
464,0.3269230769230769
465,0.12179487179487179
466,0.18589743589743588
467,0.044871794871794865
468,0.00641025641025641
469,0.01282051282051282
470,0.16025641025641024
471,0.18589743589743588
472,0.13461538461538458
473,0.11538461538461536
474,0.12179487179487179
475,0.17307692307692304
476,0.10897435897435896
477,0.01282051282051282
478,0.08333333333333333
479,0.25641025641025633
480,0.12179487179487179
481,0.10897435897435896
482,0.0
483,0.07051282051282051
484,0.0
485,0.08974358974358973
486,0.09615384615384613
487,0.019230769230769232
488,0.08333333333333333
489,0.09615384615384613
490,0.12179487179487179
491,0.07051282051282051
492,0.18589743589743588
493,0.032051282051282055
494,0.07692307692307693
495,0.07051282051282051
496,0.02564102564102564
497,0.17948717948717946
498,0.12820512820512817
499,0.09615384615384613
500,0.06410256410256411
501,0.0
502,0.1474358974358974
503,0.08333333333333333
504,0.05128205128205128
505,0.0
506,0.16025641025641024
507,0.12179487179487179
508,0.0
509,0.10897435897435896
510,0.12179487179487179
511,0.0
512,0.09615384615384613
513,0.0
514,0.12179487179487179
515,0.0
516,0.00641025641025641
517,0.07692307692307693
518,0.15384615384615383
519,0.08974358974358973
520,0.0
521,0.05128205128205128
522,0.12179487179487179
523,0.08333333333333333
524,0.057692307692307696
525,0.044871794871794865
526,0.1474358974358974
527,0.00641025641025641
528,0.09615384615384613
529,0.0
530,0.09615384615384613
531,0.12820512820512817
532,0.10256410256410256
533,0.032051282051282055
534,0.019230769230769232
535,0.141025641025641
536,0.11538461538461536
537,0.10897435897435896
538,0.07051282051282051
539,0.01282051282051282
540,0.07692307692307693
541,0.07051282051282051
542,0.057692307692307696
543,0.00641025641025641
544,0.09615384615384613
545,0.0
546,0.10256410256410256
547,0.0
548,0.0
549,0.07051282051282051
550,0.10256410256410256
551,0.12179487179487179
552,0.07692307692307693
553,0.00641025641025641
554,0.09615384615384613
555,0.0
556,0.00641025641025641
557,0.16025641025641024
558,0.0
559,0.00641025641025641
560,0.057692307692307696
561,0.10256410256410256
562,0.141025641025641
563,0.08333333333333333
564,0.11538461538461536
565,0.06410256410256411
566,0.05128205128205128
567,0.2243589743589743
568,0.08974358974358973
569,0.0
570,0.05128205128205128
571,0.08974358974358973
572,0.1474358974358974
573,0.09615384615384613
574,0.09615384615384613
575,0.07692307692307693
576,0.07692307692307693
577,0.17307692307692304
578,0.08974358974358973
579,0.0
580,0.15384615384615383
581,0.08333333333333333
582,0.044871794871794865
583,0.11538461538461536
584,0.08974358974358973
585,0.08974358974358973
586,0.13461538461538458
587,0.08974358974358973
588,0.08974358974358973
589,0.07051282051282051
590,0.10897435897435896
591,0.07692307692307693
592,0.08333333333333333
593,0.07692307692307693
594,0.0
595,0.1987179487179487
596,0.07051282051282051
597,0.12179487179487179
598,0.05128205128205128
599,0.0
600,0.0
601,0.0
602,0.10256410256410256
603,0.10256410256410256
604,0.01282051282051282
605,0.07051282051282051
606,0.12179487179487179
607,0.10897435897435896
608,0.057692307692307696
609,0.12820512820512817
610,0.0
611,0.0
612,0.10256410256410256
613,0.032051282051282055
614,0.09615384615384613
615,0.00641025641025641
616,0.032051282051282055
617,0.12179487179487179
618,0.11538461538461536
619,0.07051282051282051
620,0.01282051282051282
621,0.00641025641025641
622,0.038461538461538464
623,0.07051282051282051
624,0.06410256410256411
625,0.11538461538461536
626,0.00641025641025641
627,0.07051282051282051
628,0.00641025641025641
629,0.00641025641025641
630,0.08974358974358973
631,0.07051282051282051
632,0.019230769230769232
633,0.10897435897435896
634,0.11538461538461536
635,0.17948717948717946
636,0.07051282051282051
637,0.09615384615384613
638,0.07692307692307693
639,0.01282051282051282
640,0.07051282051282051
641,0.08974358974358973
642,0.10256410256410256
643,0.10897435897435896
644,0.0
645,0.15384615384615383
646,0.07051282051282051
647,0.01282051282051282
648,0.08333333333333333
649,0.08974358974358973
650,0.057692307692307696
651,0.08974358974358973
652,0.12179487179487179
653,0.08974358974358973
654,0.07051282051282051
655,0.10897435897435896
656,0.00641025641025641
657,0.141025641025641
658,0.032051282051282055
659,0.00641025641025641
660,0.0
661,0.11538461538461536
662,0.044871794871794865
663,0.17307692307692304
664,0.07051282051282051
665,0.07051282051282051
666,0.10256410256410256
667,0.12179487179487179
668,0.07692307692307693
669,0.10897435897435896
670,0.019230769230769232
671,0.08333333333333333
672,0.0
673,0.00641025641025641
674,0.07051282051282051
675,0.13461538461538458
676,0.00641025641025641
677,0.019230769230769232
678,0.05128205128205128
679,0.01282051282051282
680,0.0
681,0.10256410256410256
682,0.032051282051282055
683,0.12179487179487179
684,0.11538461538461536
685,0.08974358974358973
686,0.0
687,0.0
688,0.12820512820512817
